"GRD_FIXID","GRD_FLOAID","GRD_NEWID","SHAPE_Leng","SHAPE_Area","TOT_P","TOT_F","TOT_M"
"4.0.40160000.31070000","4016.3107.4","1kmN3107E4016",4000,1000000,0,0,0
"4.0.40160000.31080000","4016.3108.4","1kmN3108E4016",4000,1000000,27,11,16
"4.0.40160000.31090000","4016.3109.4","1kmN3109E4016",4000,1000000,51,26,25
"4.0.40160000.31100000","4016.3110.4","1kmN3110E4016",4000,1000000,0,0,0
"4.0.40160000.31110000","4016.3111.4","1kmN3111E4016",4000,1000000,0,0,0
"4.0.40160000.31120000","4016.3112.4","1kmN3112E4016",4000,1000000,0,0,0
"4.0.40160000.31130000","4016.3113.4","1kmN3113E4016",4000,1000000,107,50,57
"4.0.40160000.31140000","4016.3114.4","1kmN3114E4016",4000,1000000,364,186,178
"4.0.40160000.31150000","4016.3115.4","1kmN3115E4016",4000,1000000,1115,561,554
"4.0.40160000.31160000","4016.3116.4","1kmN3116E4016",4000,1000000,868,419,449
"4.0.40160000.31170000","4016.3117.4","1kmN3117E4016",4000,1000000,0,0,0
"4.0.40160000.31180000","4016.3118.4","1kmN3118E4016",4000,1000000,0,0,0
"4.0.40160000.31190000","4016.3119.4","1kmN3119E4016",4000,1000000,11,6,5
"4.0.40160000.31200000","4016.3120.4","1kmN3120E4016",4000,1000000,1012,502,510
"4.0.40160000.31210000","4016.3121.4","1kmN3121E4016",4000,1000000,353,174,179
"4.0.40160000.31220000","4016.3122.4","1kmN3122E4016",4000,1000000,11,6,5
"4.0.40160000.31230000","4016.3123.4","1kmN3123E4016",4000,1000000,49,24,25
"4.0.40160000.31240000","4016.3124.4","1kmN3124E4016",4000,1000000,16,8,8
"4.0.40160000.31250000","4016.3125.4","1kmN3125E4016",4000,1000000,3,1,2
"4.0.40160000.31260000","4016.3126.4","1kmN3126E4016",4000,1000000,0,0,0
"4.0.40160000.31270000","4016.3127.4","1kmN3127E4016",4000,1000000,4,2,2
"4.0.40160000.31280000","4016.3128.4","1kmN3128E4016",4000,1000000,13,5,8
"4.0.40160000.31290000","4016.3129.4","1kmN3129E4016",4000,1000000,5,2,3
"4.0.40160000.31300000","4016.3130.4","1kmN3130E4016","3673,36246241","824569,840915",0,0,0
"4.0.40160000.31310000","4016.3131.4","1kmN3131E4016","426,750245616","6520,16277336",0,0,0
"4.0.40170000.29450000","4017.2945.4","1kmN2945E4017","3152,23493556","473799,39776",0,0,0
"4.0.40170000.29460000","4017.2946.4","1kmN2946E4017",4000,1000000,147,69,78
"4.0.40170000.29470000","4017.2947.4","1kmN2947E4017",4000,1000000,1016,528,488
"4.0.40170000.29480000","4017.2948.4","1kmN2948E4017",4000,1000000,1191,600,591
"4.0.40170000.29490000","4017.2949.4","1kmN2949E4017",4000,1000000,118,60,58
"4.0.40170000.29500000","4017.2950.4","1kmN2950E4017",4000,1000000,0,0,0
"4.0.40170000.29510000","4017.2951.4","1kmN2951E4017",4000,1000000,0,0,0
"4.0.40170000.29520000","4017.2952.4","1kmN2952E4017",4000,1000000,0,0,0
"4.0.40170000.29530000","4017.2953.4","1kmN2953E4017",4000,1000000,2,1,1
"4.0.40170000.29540000","4017.2954.4","1kmN2954E4017",4000,1000000,273,129,144
"4.0.40170000.29550000","4017.2955.4","1kmN2955E4017",4000,1000000,647,329,318
"4.0.40170000.29560000","4017.2956.4","1kmN2956E4017",4000,1000000,15,8,7
"4.0.40170000.29570000","4017.2957.4","1kmN2957E4017",4000,1000000,6,1,5
"4.0.40170000.29580000","4017.2958.4","1kmN2958E4017",4000,1000000,49,23,26
"4.0.40170000.29590000","4017.2959.4","1kmN2959E4017",4000,1000000,213,107,106
"4.0.40170000.29600000","4017.2960.4","1kmN2960E4017",4000,1000000,624,304,320
"4.0.40170000.29610000","4017.2961.4","1kmN2961E4017",4000,1000000,252,124,128
"4.0.40170000.29620000","4017.2962.4","1kmN2962E4017",4000,1000000,297,149,148
"4.0.40170000.29630000","4017.2963.4","1kmN2963E4017",4000,1000000,0,0,0
"4.0.40170000.29640000","4017.2964.4","1kmN2964E4017",4000,1000000,0,0,0
"4.0.40170000.29650000","4017.2965.4","1kmN2965E4017",4000,1000000,409,205,204
"4.0.40170000.29660000","4017.2966.4","1kmN2966E4017",4000,1000000,63,32,31
"4.0.40170000.29670000","4017.2967.4","1kmN2967E4017",4000,1000000,158,74,84
"4.0.40170000.29680000","4017.2968.4","1kmN2968E4017",4000,1000000,409,219,190
"4.0.40170000.29690000","4017.2969.4","1kmN2969E4017",4000,1000000,62,27,35
"4.0.40170000.29700000","4017.2970.4","1kmN2970E4017",4000,1000000,492,234,258
"4.0.40170000.29710000","4017.2971.4","1kmN2971E4017",4000,1000000,37,16,21
"4.0.40170000.29720000","4017.2972.4","1kmN2972E4017",4000,1000000,0,0,0
"4.0.40170000.29730000","4017.2973.4","1kmN2973E4017","3989,19298468","963277,145197",0,0,0
"4.0.40170000.29740000","4017.2974.4","1kmN2974E4017","1138,97769673","34014,9410664",0,0,0
"4.0.40170000.29810000","4017.2981.4","1kmN2981E4017","3640,46352999","878304,747181",0,0,0
"4.0.40170000.29820000","4017.2982.4","1kmN2982E4017",4000,1000000,0,0,0
"4.0.40170000.29830000","4017.2983.4","1kmN2983E4017","3851,91144369","936907,500021",0,0,0
"4.0.40170000.29840000","4017.2984.4","1kmN2984E4017","1666,14982247","119922,374765",0,0,0
"4.0.40170000.29860000","4017.2986.4","1kmN2986E4017","1823,49259785","196001,064028",0,0,0
"4.0.40170000.29870000","4017.2987.4","1kmN2987E4017","3048,02991614","426704,633928",0,0,0
"4.0.40170000.29880000","4017.2988.4","1kmN2988E4017","3808,05564103","885627,24313",0,0,0
"4.0.40170000.29890000","4017.2989.4","1kmN2989E4017",4000,1000000,9,3,6
"4.0.40170000.29900000","4017.2990.4","1kmN2990E4017",4000,1000000,0,0,0
"4.0.40170000.29910000","4017.2991.4","1kmN2991E4017",4000,1000000,0,0,0
"4.0.40170000.29920000","4017.2992.4","1kmN2992E4017",4000,1000000,0,0,0
"4.0.40170000.29930000","4017.2993.4","1kmN2993E4017",4000,1000000,0,0,0
"4.0.40170000.29940000","4017.2994.4","1kmN2994E4017",4000,1000000,13,7,6
"4.0.40170000.29950000","4017.2995.4","1kmN2995E4017",4000,1000000,2,1,1
"4.0.40170000.29960000","4017.2996.4","1kmN2996E4017",4000,1000000,61,29,32
"4.0.40170000.29970000","4017.2997.4","1kmN2997E4017",4000,1000000,43,21,22
"4.0.40170000.29980000","4017.2998.4","1kmN2998E4017",4000,1000000,67,34,33
"4.0.40170000.29990000","4017.2999.4","1kmN2999E4017",4000,1000000,0,0,0
"4.0.40170000.30000000","4017.3000.4","1kmN3000E4017",4000,1000000,0,0,0
"4.0.40170000.30010000","4017.3001.4","1kmN3001E4017",4000,1000000,0,0,0
"4.0.40170000.30020000","4017.3002.4","1kmN3002E4017",4000,1000000,0,0,0
"4.0.40170000.30030000","4017.3003.4","1kmN3003E4017",4000,1000000,266,135,131
"4.0.40170000.30040000","4017.3004.4","1kmN3004E4017",4000,1000000,120,60,60
"4.0.40170000.30050000","4017.3005.4","1kmN3005E4017",4000,1000000,2,1,1
"4.0.40170000.30060000","4017.3006.4","1kmN3006E4017",4000,1000000,0,0,0
"4.0.40170000.30070000","4017.3007.4","1kmN3007E4017",4000,1000000,3,2,1
"4.0.40170000.30080000","4017.3008.4","1kmN3008E4017",4000,1000000,0,0,0
"4.0.40170000.30090000","4017.3009.4","1kmN3009E4017",4000,1000000,0,0,0
"4.0.40170000.30100000","4017.3010.4","1kmN3010E4017",4000,1000000,0,0,0
"4.0.40170000.30110000","4017.3011.4","1kmN3011E4017",4000,1000000,4,1,3
"4.0.40170000.30120000","4017.3012.4","1kmN3012E4017",4000,1000000,15,7,8
"4.0.40170000.30130000","4017.3013.4","1kmN3013E4017",4000,1000000,13,7,6
"4.0.40170000.30140000","4017.3014.4","1kmN3014E4017",4000,1000000,0,0,0
"4.0.40170000.30150000","4017.3015.4","1kmN3015E4017",4000,1000000,0,0,0
"4.0.40170000.30160000","4017.3016.4","1kmN3016E4017",4000,1000000,0,0,0
"4.0.40170000.30170000","4017.3017.4","1kmN3017E4017",4000,1000000,0,0,0
"4.0.40170000.30180000","4017.3018.4","1kmN3018E4017",4000,1000000,0,0,0
"4.0.40170000.30190000","4017.3019.4","1kmN3019E4017",4000,1000000,0,0,0
"4.0.40170000.30200000","4017.3020.4","1kmN3020E4017",4000,1000000,22,11,11
"4.0.40170000.30210000","4017.3021.4","1kmN3021E4017",4000,1000000,82,36,46
"4.0.40170000.30220000","4017.3022.4","1kmN3022E4017",4000,1000000,0,0,0
"4.0.40170000.30230000","4017.3023.4","1kmN3023E4017",4000,1000000,0,0,0
"4.0.40170000.30240000","4017.3024.4","1kmN3024E4017",4000,1000000,48,16,32
"4.0.40170000.30250000","4017.3025.4","1kmN3025E4017",4000,1000000,0,0,0
"4.0.40170000.30260000","4017.3026.4","1kmN3026E4017",4000,1000000,0,0,0
"4.0.40170000.30270000","4017.3027.4","1kmN3027E4017",4000,1000000,0,0,0
"4.0.40170000.30280000","4017.3028.4","1kmN3028E4017",4000,1000000,2,0,2
"4.0.40170000.30290000","4017.3029.4","1kmN3029E4017",4000,1000000,0,0,0
"4.0.40170000.30300000","4017.3030.4","1kmN3030E4017",4000,1000000,0,0,0
"4.0.40170000.30310000","4017.3031.4","1kmN3031E4017",4000,1000000,0,0,0
"4.0.40170000.30320000","4017.3032.4","1kmN3032E4017",4000,1000000,161,85,76
"4.0.40170000.30330000","4017.3033.4","1kmN3033E4017",4000,1000000,2,1,1
"4.0.40170000.30340000","4017.3034.4","1kmN3034E4017",4000,1000000,53,25,28
"4.0.40170000.30350000","4017.3035.4","1kmN3035E4017",4000,1000000,26,13,13
"4.0.40170000.30360000","4017.3036.4","1kmN3036E4017",4000,1000000,34,15,19
"4.0.40170000.30370000","4017.3037.4","1kmN3037E4017",4000,1000000,57,29,28
"4.0.40170000.30380000","4017.3038.4","1kmN3038E4017",4000,1000000,187,95,92
"4.0.40170000.30390000","4017.3039.4","1kmN3039E4017",4000,1000000,126,67,59
"4.0.40170000.30400000","4017.3040.4","1kmN3040E4017",4000,1000000,0,0,0
"4.0.40170000.30410000","4017.3041.4","1kmN3041E4017",4000,1000000,0,0,0
"4.0.40170000.30420000","4017.3042.4","1kmN3042E4017",4000,1000000,79,41,38
"4.0.40170000.30430000","4017.3043.4","1kmN3043E4017",4000,1000000,2,1,1
"4.0.40170000.30440000","4017.3044.4","1kmN3044E4017",4000,1000000,0,0,0
"4.0.40170000.30450000","4017.3045.4","1kmN3045E4017",4000,1000000,0,0,0
"4.0.40170000.30460000","4017.3046.4","1kmN3046E4017",4000,1000000,2,0,2
"4.0.40170000.30470000","4017.3047.4","1kmN3047E4017",4000,1000000,332,159,173
"4.0.40170000.30480000","4017.3048.4","1kmN3048E4017",4000,1000000,173,77,96
"4.0.40170000.30490000","4017.3049.4","1kmN3049E4017",4000,1000000,193,105,88
"4.0.40170000.30500000","4017.3050.4","1kmN3050E4017",4000,1000000,125,58,67
"4.0.40170000.30510000","4017.3051.4","1kmN3051E4017",4000,1000000,130,71,59
"4.0.40170000.30520000","4017.3052.4","1kmN3052E4017",4000,1000000,20,7,13
"4.0.40170000.30530000","4017.3053.4","1kmN3053E4017",4000,1000000,11,5,6
"4.0.40170000.30540000","4017.3054.4","1kmN3054E4017",4000,1000000,141,68,73
"4.0.40170000.30550000","4017.3055.4","1kmN3055E4017",4000,1000000,677,343,334
"4.0.40170000.30560000","4017.3056.4","1kmN3056E4017",4000,1000000,73,39,34
"4.0.40170000.30570000","4017.3057.4","1kmN3057E4017",4000,1000000,36,16,20
"4.0.40170000.30580000","4017.3058.4","1kmN3058E4017",4000,1000000,76,40,36
"4.0.40170000.30590000","4017.3059.4","1kmN3059E4017",4000,1000000,382,218,164
"4.0.40170000.30600000","4017.3060.4","1kmN3060E4017",4000,1000000,79,42,37
"4.0.40170000.30610000","4017.3061.4","1kmN3061E4017",4000,1000000,0,0,0
"4.0.40170000.30620000","4017.3062.4","1kmN3062E4017",4000,1000000,56,27,29
"4.0.40170000.30630000","4017.3063.4","1kmN3063E4017",4000,1000000,777,394,383
"4.0.40170000.30640000","4017.3064.4","1kmN3064E4017",4000,1000000,983,511,472
"4.0.40170000.30650000","4017.3065.4","1kmN3065E4017",4000,1000000,661,336,325
"4.0.40170000.30660000","4017.3066.4","1kmN3066E4017",4000,1000000,682,360,322
"4.0.40170000.30670000","4017.3067.4","1kmN3067E4017",4000,1000000,424,206,218
"4.0.40170000.30680000","4017.3068.4","1kmN3068E4017",4000,1000000,349,184,165
"4.0.40170000.30690000","4017.3069.4","1kmN3069E4017",4000,1000000,172,75,97
"4.0.40170000.30700000","4017.3070.4","1kmN3070E4017",4000,1000000,749,397,352
"4.0.40170000.30710000","4017.3071.4","1kmN3071E4017",4000,1000000,186,98,88
"4.0.40170000.30720000","4017.3072.4","1kmN3072E4017",4000,1000000,602,313,289
"4.0.40170000.30730000","4017.3073.4","1kmN3073E4017",4000,1000000,809,411,398
"4.0.40170000.30740000","4017.3074.4","1kmN3074E4017",4000,1000000,226,118,108
"4.0.40170000.30750000","4017.3075.4","1kmN3075E4017",4000,1000000,699,352,347
"4.0.40170000.30760000","4017.3076.4","1kmN3076E4017",4000,1000000,721,374,347
"4.0.40170000.30770000","4017.3077.4","1kmN3077E4017",4000,1000000,926,475,451
"4.0.40170000.30780000","4017.3078.4","1kmN3078E4017",4000,1000000,3442,1883,1559
"4.0.40170000.30790000","4017.3079.4","1kmN3079E4017",4000,1000000,156,80,76
"4.0.40170000.30800000","4017.3080.4","1kmN3080E4017","4103,00550733","990244,554047",0,0,0
"4.0.40170000.30810000","4017.3081.4","1kmN3081E4017","5074,9021861","652643,114494",52,27,25
"4.0.40170000.30820000","4017.3082.4","1kmN3082E4017","3949,46693971","996273,983464",186,96,90
"4.0.40170000.30830000","4017.3083.4","1kmN3083E4017",4000,1000000,455,224,231
"4.0.40170000.30840000","4017.3084.4","1kmN3084E4017","3971,68884099","998704,028095",8,1,7
"4.0.40170000.30850000","4017.3085.4","1kmN3085E4017","3982,42064996","998087,018005",19,9,10
"4.0.40170000.30860000","4017.3086.4","1kmN3086E4017","3998,77687514","999997,763799",53,25,28
"4.0.40170000.30870000","4017.3087.4","1kmN3087E4017","2924,73284667","302108,380892",0,0,0
"4.0.40170000.30930000","4017.3093.4","1kmN3093E4017","867,622818021","22345,32209",0,0,0
"4.0.40170000.30940000","4017.3094.4","1kmN3094E4017","3370,32063269","631802,202119",112,53,59
"4.0.40170000.30950000","4017.3095.4","1kmN3095E4017","3908,7166399","986702,64573",95,49,46
"4.0.40170000.30960000","4017.3096.4","1kmN3096E4017",4000,1000000,243,122,121
"4.0.40170000.30970000","4017.3097.4","1kmN3097E4017",4000,1000000,1383,696,687
"4.0.40170000.30980000","4017.3098.4","1kmN3098E4017",4000,1000000,1043,505,538
"4.0.40170000.30990000","4017.3099.4","1kmN3099E4017",4000,1000000,706,338,368
"4.0.40170000.31000000","4017.3100.4","1kmN3100E4017",4000,1000000,402,205,197
"4.0.40170000.31010000","4017.3101.4","1kmN3101E4017",4000,1000000,1285,608,677
"4.0.40170000.31020000","4017.3102.4","1kmN3102E4017",4000,1000000,406,195,211
"4.0.40170000.31030000","4017.3103.4","1kmN3103E4017",4000,1000000,1894,950,944
"4.0.40170000.31040000","4017.3104.4","1kmN3104E4017",4000,1000000,1019,506,513
"4.0.40170000.31050000","4017.3105.4","1kmN3105E4017",4000,1000000,2230,1119,1111
"4.0.40170000.31060000","4017.3106.4","1kmN3106E4017",4000,1000000,537,272,265
"4.0.40170000.31070000","4017.3107.4","1kmN3107E4017",4000,1000000,135,62,73
"4.0.40170000.31080000","4017.3108.4","1kmN3108E4017",4000,1000000,0,0,0
"4.0.40170000.31090000","4017.3109.4","1kmN3109E4017",4000,1000000,0,0,0
"4.0.40170000.31100000","4017.3110.4","1kmN3110E4017",4000,1000000,0,0,0
"4.0.40170000.31110000","4017.3111.4","1kmN3111E4017",4000,1000000,7,4,3
"4.0.40170000.31120000","4017.3112.4","1kmN3112E4017",4000,1000000,3,1,2
"4.0.40170000.31130000","4017.3113.4","1kmN3113E4017",4000,1000000,4,2,2
"4.0.40170000.31140000","4017.3114.4","1kmN3114E4017",4000,1000000,0,0,0
"4.0.40170000.31150000","4017.3115.4","1kmN3115E4017",4000,1000000,64,35,29
"4.0.40170000.31160000","4017.3116.4","1kmN3116E4017",4000,1000000,209,104,105
"4.0.40170000.31170000","4017.3117.4","1kmN3117E4017",4000,1000000,0,0,0
"4.0.40170000.31180000","4017.3118.4","1kmN3118E4017",4000,1000000,145,71,74
"4.0.40170000.31190000","4017.3119.4","1kmN3119E4017",4000,1000000,3,1,2
"4.0.40170000.31200000","4017.3120.4","1kmN3120E4017",4000,1000000,392,195,197
"4.0.40170000.31210000","4017.3121.4","1kmN3121E4017",4000,1000000,497,242,255
"4.0.40170000.31220000","4017.3122.4","1kmN3122E4017",4000,1000000,247,117,130
"4.0.40170000.31230000","4017.3123.4","1kmN3123E4017",4000,1000000,142,76,66
"4.0.40170000.31240000","4017.3124.4","1kmN3124E4017",4000,1000000,16,6,10
"4.0.40170000.31250000","4017.3125.4","1kmN3125E4017",4000,1000000,0,0,0
"4.0.40170000.31260000","4017.3126.4","1kmN3126E4017",4000,1000000,0,0,0
"4.0.40170000.31270000","4017.3127.4","1kmN3127E4017",4000,1000000,4,2,2
"4.0.40170000.31280000","4017.3128.4","1kmN3128E4017","4002,08513349","990068,098454",13,5,8
"4.0.40170000.31290000","4017.3129.4","1kmN3129E4017","3654,50590341","854599,237406",0,0,0
"4.0.40170000.31300000","4017.3130.4","1kmN3130E4017","2315,5749095","251409,316865",0,0,0
"4.0.40180000.29450000","4018.2945.4","1kmN2945E4018","3370,80604973","747991,083857",0,0,0
"4.0.40180000.29460000","4018.2946.4","1kmN2946E4018",4000,1000000,0,0,0
"4.0.40180000.29470000","4018.2947.4","1kmN2947E4018",4000,1000000,673,313,360
"4.0.40180000.29480000","4018.2948.4","1kmN2948E4018",4000,1000000,221,113,108
"4.0.40180000.29490000","4018.2949.4","1kmN2949E4018",4000,1000000,205,99,106
"4.0.40180000.29500000","4018.2950.4","1kmN2950E4018",4000,1000000,903,468,435
"4.0.40180000.29510000","4018.2951.4","1kmN2951E4018",4000,1000000,936,488,448
"4.0.40180000.29520000","4018.2952.4","1kmN2952E4018",4000,1000000,379,185,194
"4.0.40180000.29530000","4018.2953.4","1kmN2953E4018",4000,1000000,236,111,125
"4.0.40180000.29540000","4018.2954.4","1kmN2954E4018",4000,1000000,50,28,22
"4.0.40180000.29550000","4018.2955.4","1kmN2955E4018",4000,1000000,104,54,50
"4.0.40180000.29560000","4018.2956.4","1kmN2956E4018",4000,1000000,4,2,2
"4.0.40180000.29570000","4018.2957.4","1kmN2957E4018",4000,1000000,0,0,0
"4.0.40180000.29580000","4018.2958.4","1kmN2958E4018",4000,1000000,153,85,68
"4.0.40180000.29590000","4018.2959.4","1kmN2959E4018",4000,1000000,707,380,327
"4.0.40180000.29600000","4018.2960.4","1kmN2960E4018",4000,1000000,2720,1339,1381
"4.0.40180000.29610000","4018.2961.4","1kmN2961E4018",4000,1000000,3358,1709,1649
"4.0.40180000.29620000","4018.2962.4","1kmN2962E4018",4000,1000000,454,224,230
"4.0.40180000.29630000","4018.2963.4","1kmN2963E4018",4000,1000000,189,102,87
"4.0.40180000.29640000","4018.2964.4","1kmN2964E4018",4000,1000000,16,8,8
"4.0.40180000.29650000","4018.2965.4","1kmN2965E4018",4000,1000000,246,128,118
"4.0.40180000.29660000","4018.2966.4","1kmN2966E4018",4000,1000000,0,0,0
"4.0.40180000.29670000","4018.2967.4","1kmN2967E4018",4000,1000000,0,0,0
"4.0.40180000.29680000","4018.2968.4","1kmN2968E4018",4000,1000000,32,14,18
"4.0.40180000.29690000","4018.2969.4","1kmN2969E4018",4000,1000000,0,0,0
"4.0.40180000.29700000","4018.2970.4","1kmN2970E4018",4000,1000000,25,12,13
"4.0.40180000.29710000","4018.2971.4","1kmN2971E4018",4000,1000000,0,0,0
"4.0.40180000.29720000","4018.2972.4","1kmN2972E4018","3882,88032556","811021,169343",0,0,0
"4.0.40180000.29730000","4018.2973.4","1kmN2973E4018","3089,299606","539216,0815",0,0,0
"4.0.40180000.29740000","4018.2974.4","1kmN2974E4018","413,814280864","7037,81607254",0,0,0
"4.0.40180000.29810000","4018.2981.4","1kmN2981E4018","1979,06572758","234701,513707",0,0,0
"4.0.40180000.29820000","4018.2982.4","1kmN2982E4018","3127,259098","569049,458976",0,0,0
"4.0.40180000.29830000","4018.2983.4","1kmN2983E4018","2206,74596712","192226,129428",0,0,0
"4.0.40180000.29880000","4018.2988.4","1kmN2988E4018","1451,64223135","36164,7754914",0,0,0
"4.0.40180000.29890000","4018.2989.4","1kmN2989E4018","2565,63479449","328854,313875",0,0,0
"4.0.40180000.29900000","4018.2990.4","1kmN2990E4018","2807,777271","310973,149278",0,0,0
"4.0.40180000.29910000","4018.2991.4","1kmN2991E4018","3894,15472822","825496,113178",0,0,0
"4.0.40180000.29920000","4018.2992.4","1kmN2992E4018",4000,1000000,0,0,0
"4.0.40180000.29930000","4018.2993.4","1kmN2993E4018",4000,1000000,7,4,3
"4.0.40180000.29940000","4018.2994.4","1kmN2994E4018",4000,1000000,54,27,27
"4.0.40180000.29950000","4018.2995.4","1kmN2995E4018",4000,1000000,166,84,82
"4.0.40180000.29960000","4018.2996.4","1kmN2996E4018",4000,1000000,22,8,14
"4.0.40180000.29970000","4018.2997.4","1kmN2997E4018",4000,1000000,260,123,137
"4.0.40180000.29980000","4018.2998.4","1kmN2998E4018",4000,1000000,4,1,3
"4.0.40180000.29990000","4018.2999.4","1kmN2999E4018",4000,1000000,0,0,0
"4.0.40180000.30000000","4018.3000.4","1kmN3000E4018",4000,1000000,0,0,0
"4.0.40180000.30010000","4018.3001.4","1kmN3001E4018",4000,1000000,0,0,0
"4.0.40180000.30020000","4018.3002.4","1kmN3002E4018",4000,1000000,0,0,0
"4.0.40180000.30030000","4018.3003.4","1kmN3003E4018",4000,1000000,0,0,0
"4.0.40180000.30040000","4018.3004.4","1kmN3004E4018",4000,1000000,3,1,2
"4.0.40180000.30050000","4018.3005.4","1kmN3005E4018",4000,1000000,21,10,11
"4.0.40180000.30060000","4018.3006.4","1kmN3006E4018",4000,1000000,57,27,30
"4.0.40180000.30070000","4018.3007.4","1kmN3007E4018",4000,1000000,0,0,0
"4.0.40180000.30080000","4018.3008.4","1kmN3008E4018",4000,1000000,0,0,0
"4.0.40180000.30090000","4018.3009.4","1kmN3009E4018",4000,1000000,2,1,1
"4.0.40180000.30100000","4018.3010.4","1kmN3010E4018",4000,1000000,1,0,1
"4.0.40180000.30110000","4018.3011.4","1kmN3011E4018",4000,1000000,9,3,6
"4.0.40180000.30120000","4018.3012.4","1kmN3012E4018",4000,1000000,40,18,22
"4.0.40180000.30130000","4018.3013.4","1kmN3013E4018",4000,1000000,80,37,43
"4.0.40180000.30140000","4018.3014.4","1kmN3014E4018",4000,1000000,23,14,9
"4.0.40180000.30150000","4018.3015.4","1kmN3015E4018",4000,1000000,70,37,33
"4.0.40180000.30160000","4018.3016.4","1kmN3016E4018",4000,1000000,0,0,0
"4.0.40180000.30170000","4018.3017.4","1kmN3017E4018",4000,1000000,0,0,0
"4.0.40180000.30180000","4018.3018.4","1kmN3018E4018",4000,1000000,0,0,0
"4.0.40180000.30190000","4018.3019.4","1kmN3019E4018",4000,1000000,0,0,0
"4.0.40180000.30200000","4018.3020.4","1kmN3020E4018",4000,1000000,0,0,0
"4.0.40180000.30210000","4018.3021.4","1kmN3021E4018",4000,1000000,16,8,8
"4.0.40180000.30220000","4018.3022.4","1kmN3022E4018",4000,1000000,4,2,2
"4.0.40180000.30230000","4018.3023.4","1kmN3023E4018",4000,1000000,0,0,0
"4.0.40180000.30240000","4018.3024.4","1kmN3024E4018",4000,1000000,71,32,39
"4.0.40180000.30250000","4018.3025.4","1kmN3025E4018",4000,1000000,30,14,16
"4.0.40180000.30260000","4018.3026.4","1kmN3026E4018",4000,1000000,0,0,0
"4.0.40180000.30270000","4018.3027.4","1kmN3027E4018",4000,1000000,1,1,0
"4.0.40180000.30280000","4018.3028.4","1kmN3028E4018",4000,1000000,16,9,7
"4.0.40180000.30290000","4018.3029.4","1kmN3029E4018",4000,1000000,0,0,0
"4.0.40180000.30300000","4018.3030.4","1kmN3030E4018",4000,1000000,0,0,0
"4.0.40180000.30310000","4018.3031.4","1kmN3031E4018",4000,1000000,14,8,6
"4.0.40180000.30320000","4018.3032.4","1kmN3032E4018",4000,1000000,30,14,16
"4.0.40180000.30330000","4018.3033.4","1kmN3033E4018",4000,1000000,0,0,0
"4.0.40180000.30340000","4018.3034.4","1kmN3034E4018",4000,1000000,4,1,3
"4.0.40180000.30350000","4018.3035.4","1kmN3035E4018",4000,1000000,4,2,2
"4.0.40180000.30360000","4018.3036.4","1kmN3036E4018",4000,1000000,0,0,0
"4.0.40180000.30370000","4018.3037.4","1kmN3037E4018",4000,1000000,71,37,34
"4.0.40180000.30380000","4018.3038.4","1kmN3038E4018",4000,1000000,10,3,7
"4.0.40180000.30390000","4018.3039.4","1kmN3039E4018",4000,1000000,0,0,0
"4.0.40180000.30400000","4018.3040.4","1kmN3040E4018",4000,1000000,0,0,0
"4.0.40180000.30410000","4018.3041.4","1kmN3041E4018",4000,1000000,0,0,0
"4.0.40180000.30420000","4018.3042.4","1kmN3042E4018",4000,1000000,118,57,61
"4.0.40180000.30430000","4018.3043.4","1kmN3043E4018",4000,1000000,16,10,6
"4.0.40180000.30440000","4018.3044.4","1kmN3044E4018",4000,1000000,0,0,0
"4.0.40180000.30450000","4018.3045.4","1kmN3045E4018",4000,1000000,28,10,18
"4.0.40180000.30460000","4018.3046.4","1kmN3046E4018",4000,1000000,39,18,21
"4.0.40180000.30470000","4018.3047.4","1kmN3047E4018",4000,1000000,169,86,83
"4.0.40180000.30480000","4018.3048.4","1kmN3048E4018",4000,1000000,721,345,376
"4.0.40180000.30490000","4018.3049.4","1kmN3049E4018",4000,1000000,170,89,81
"4.0.40180000.30500000","4018.3050.4","1kmN3050E4018",4000,1000000,0,0,0
"4.0.40180000.30510000","4018.3051.4","1kmN3051E4018",4000,1000000,5,1,4
"4.0.40180000.30520000","4018.3052.4","1kmN3052E4018",4000,1000000,264,132,132
"4.0.40180000.30530000","4018.3053.4","1kmN3053E4018",4000,1000000,200,96,104
"4.0.40180000.30540000","4018.3054.4","1kmN3054E4018",4000,1000000,238,111,127
"4.0.40180000.30550000","4018.3055.4","1kmN3055E4018",4000,1000000,446,271,175
"4.0.40180000.30560000","4018.3056.4","1kmN3056E4018",4000,1000000,246,128,118
"4.0.40180000.30570000","4018.3057.4","1kmN3057E4018",4000,1000000,0,0,0
"4.0.40180000.30580000","4018.3058.4","1kmN3058E4018",4000,1000000,123,62,61
"4.0.40180000.30590000","4018.3059.4","1kmN3059E4018",4000,1000000,410,209,201
"4.0.40180000.30600000","4018.3060.4","1kmN3060E4018",4000,1000000,146,73,73
"4.0.40180000.30610000","4018.3061.4","1kmN3061E4018",4000,1000000,204,101,103
"4.0.40180000.30620000","4018.3062.4","1kmN3062E4018",4000,1000000,357,174,183
"4.0.40180000.30630000","4018.3063.4","1kmN3063E4018",4000,1000000,459,221,238
"4.0.40180000.30640000","4018.3064.4","1kmN3064E4018",4000,1000000,376,184,192
"4.0.40180000.30650000","4018.3065.4","1kmN3065E4018",4000,1000000,821,403,418
"4.0.40180000.30660000","4018.3066.4","1kmN3066E4018",4000,1000000,1094,545,549
